Level,Date,State FIPS,State Postal Code,County FIPS,County Name,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Row ID,Week,Month
County,2019-08-24,47,TN,47037,Davidson County,131455,562689,3208920,743330,787831,383572,570626,592775,92617,23198,8246,2195,4530,47-47037-20190824,33,8
County,2019-08-25,47,TN,47037,Davidson County,134310,559834,2713193,624412,663752,331227,484660,495131,72740,22810,10293,3058,5110,47-47037-20190825,34,8
County,2019-08-26,47,TN,47037,Davidson County,124547,569597,2922575,685465,673418,338557,531767,573353,83342,21192,7915,2708,4858,47-47037-20190826,34,8
County,2019-08-27,47,TN,47037,Davidson County,120359,573785,3011454,674965,700248,354532,574447,592597,81242,20201,7323,2365,3534,47-47037-20190827,34,8
County,2019-08-28,47,TN,47037,Davidson County,123165,570979,3188149,722299,763832,365692,605305,611475,88056,20066,7126,1998,2300,47-47037-20190828,34,8
County,2019-08-29,47,TN,47037,Davidson County,123966,570178,2980155,660894,700574,349112,576865,570571,87086,19156,8207,2902,4788,47-47037-20190829,34,8
County,2019-08-30,47,TN,47037,Davidson County,118587,575557,3197646,726518,723687,373348,618747,625256,89351,24835,9366,2594,3944,47-47037-20190830,34,8
County,2019-08-31,47,TN,47037,Davidson County,133199,560945,3350904,789553,814121,413042,611224,590914,90587,26391,8923,2384,3765,47-47037-20190831,34,8
County,2019-09-01,47,TN,47037,Davidson County,141031,553113,3345403,771315,836069,412471,610185,589203,81831,27738,9694,3084,3813,47-47037-20190901,35,9
County,2019-09-02,47,TN,47037,Davidson County,144817,549327,3021716,715007,769912,368858,515863,511220,87183,33584,11378,4310,4401,47-47037-20190902,35,9
County,2019-09-03,47,TN,47037,Davidson County,127274,566870,3069521,687190,705362,364045,586117,602112,88773,22860,6725,2277,4060,47-47037-20190903,35,9
County,2019-09-04,47,TN,47037,Davidson County,128272,565872,3194894,726763,749455,382302,589514,625618,89240,20900,5677,2278,3147,47-47037-20190904,35,9
County,2019-09-05,47,TN,47037,Davidson County,126598,567546,3075798,666962,727945,375881,600048,589145,80094,21414,6438,2578,5293,47-47037-20190905,35,9
County,2019-09-06,47,TN,47037,Davidson County,126036,568108,3263935,743076,787061,387048,611875,605432,87270,27336,8051,2745,4041,47-47037-20190906,35,9
County,2019-09-07,47,TN,47037,Davidson County,135835,558309,3239955,737899,786430,392101,600707,585375,93512,28381,8258,2914,4378,47-47037-20190907,35,9
County,2019-09-08,47,TN,47037,Davidson County,149044,545100,3080314,703748,769527,368637,564594,545202,84401,26458,9193,3197,5357,47-47037-20190908,36,9
County,2019-09-09,47,TN,47037,Davidson County,134636,559508,3096401,702581,734391,358810,587138,593033,84612,21499,7252,2701,4384,47-47037-20190909,36,9
County,2019-09-10,47,TN,47037,Davidson County,130332,563812,3238426,760534,773467,379460,587007,619870,89113,17084,6193,2277,3421,47-47037-20190910,36,9
County,2019-09-11,47,TN,47037,Davidson County,127246,566898,3326791,781767,788299,385237,612559,632602,93019,22396,6054,2019,2839,47-47037-20190911,36,9
County,2019-09-12,47,TN,47037,Davidson County,130224,563920,3299321,764134,777143,378695,627037,627053,91282,20424,6622,2672,4259,47-47037-20190912,36,9
County,2019-09-13,47,TN,47037,Davidson County,124901,569243,3412022,775011,814316,404919,640236,638294,98692,25624,8412,3064,3454,47-47037-20190913,36,9
County,2019-09-14,47,TN,47037,Davidson County,135864,558280,3368831,804133,809538,389957,614620,617469,96128,24375,7406,2283,2922,47-47037-20190914,36,9
County,2019-09-15,47,TN,47037,Davidson County,142665,551479,3027818,670115,766396,364367,565718,530663,87385,25122,9892,3492,4668,47-47037-20190915,37,9
County,2019-09-16,47,TN,47037,Davidson County,134671,559473,3103548,721106,731111,356891,586302,582603,90509,19212,7716,3583,4515,47-47037-20190916,37,9
County,2019-09-17,47,TN,47037,Davidson County,134787,559357,3137032,726676,736506,355918,590864,605796,89974,18429,7143,2465,3261,47-47037-20190917,37,9
County,2019-09-18,47,TN,47037,Davidson County,131710,562434,3233558,782931,747220,368462,596801,616439,90572,18541,6851,2473,3268,47-47037-20190918,37,9
County,2019-09-19,47,TN,47037,Davidson County,135323,558821,3220860,746299,747479,370465,607215,624207,90727,19847,7935,2886,3800,47-47037-20190919,37,9
County,2019-09-20,47,TN,47037,Davidson County,140493,553651,3360997,778939,796402,387480,639827,632219,90312,20874,9109,2816,3019,47-47037-20190920,37,9
County,2019-09-21,47,TN,47037,Davidson County,147117,547027,3376854,813123,818505,399946,615905,600344,95338,20490,7912,2480,2811,47-47037-20190921,37,9
County,2019-09-22,47,TN,47037,Davidson County,144222,549922,2985338,694480,731507,353242,540261,545252,82081,22054,9601,3305,3555,47-47037-20190922,38,9
County,2019-09-23,47,TN,47037,Davidson County,139056,555088,3037841,715462,702414,350246,566922,580534,89604,19944,6898,2626,3191,47-47037-20190923,38,9
County,2019-09-24,47,TN,47037,Davidson County,135022,559122,3107738,724056,715341,360994,587305,609024,82501,17297,5849,2713,2658,47-47037-20190924,38,9
County,2019-09-25,47,TN,47037,Davidson County,136146,557998,3213664,780179,739937,370028,597889,610402,85227,19523,6137,2152,2190,47-47037-20190925,38,9
County,2019-09-26,47,TN,47037,Davidson County,136004,558140,3079719,718328,719088,355479,580632,585219,89008,20479,6215,2299,2972,47-47037-20190926,38,9
County,2019-09-27,47,TN,47037,Davidson County,137202,556942,3290105,788259,758270,380817,607549,628334,90076,24534,7399,2522,2345,47-47037-20190927,38,9
County,2019-09-28,47,TN,47037,Davidson County,143009,551135,3212556,792808,731319,404061,563907,592948,89874,25995,7383,2187,2074,47-47037-20190928,38,9
County,2019-09-29,47,TN,47037,Davidson County,141266,552878,2903719,721245,690249,348610,517851,503035,82533,25298,9200,2869,2829,47-47037-20190929,39,9
County,2019-09-30,47,TN,47037,Davidson County,152707,541437,3072693,781670,686232,345611,550538,602202,76736,19603,5640,1881,2580,47-47037-20190930,39,9
County,2019-10-01,47,TN,47037,Davidson County,124618,569526,3006723,751130,671717,330657,538846,605687,80049,18303,6075,1905,2354,47-47037-20191001,39,10
County,2019-10-02,47,TN,47037,Davidson County,133398,560746,3067554,765625,691720,355168,553721,595581,78902,17617,5628,1961,1631,47-47037-20191002,39,10
County,2019-10-03,47,TN,47037,Davidson County,143378,550766,3186817,827336,728439,363269,559295,592642,86005,20701,5694,1809,1627,47-47037-20191003,39,10
County,2019-10-04,47,TN,47037,Davidson County,147062,547082,3263171,810833,743343,371692,579963,629250,95224,21838,7952,1740,1336,47-47037-20191004,39,10
County,2019-10-05,47,TN,47037,Davidson County,153652,540492,3312030,857361,792809,368872,564307,595648,94480,28137,7610,1531,1275,47-47037-20191005,39,10
